Steps,g_0.98,g_0.99,g_0.995,g_0.999
464,-356.0956507,-697.6242085,-1189.163552,-427.9387515
465,-266.8302883,-701.4842161,-1188.128696,-274.1504062
466,-292.5214716,-830.0410169,-1201.895588,-432.669679
467,-315.8830064,-682.8643525,-841.0492663,-262.7919003
468,-294.8117257,-829.2795917,-818.372404,-1194.084784
469,-424.5685684,-828.9637591,-815.7195085,-1186.752837
470,-307.0403246,-807.8173849,-786.5504107,-1175.890579
471,-766.2738544,-802.81737,-815.8729662,-1153.558185
472,-433.3759672,-779.1967648,-824.060643,-1169.082013
473,-413.2678982,-770.683213,-266.3423094,-1182.395266
474,-413.5489237,-784.3632634,-254.3473405,-1026.337253
475,-467.8660809,-641.943652,-256.4610668,-1179.843952
476,-462.5789071,-779.6838022,-264.6101361,-1161.314312
477,-462.5790802,-641.1622515,-261.775295,-1171.905486
478,-994.2109916,-623.3880418,-276.0978643,-1213.268182
479,-283.4076704,-619.30869,-311.5186585,-1215.646221
480,-311.1332965,-629.6306234,-747.1694856,-1208.396233
481,-295.0905508,-649.2793079,-751.1329836,-1200.627617
482,-293.090166,-659.4818481,-748.3868031,-1205.362415
483,-313.5204075,-494.5173318,-769.7804847,-1053.506672
484,-296.6103662,-487.5616716,-746.4425976,-416.9422833
485,-284.6098605,-647.7091914,-588.9482411,-272.4206567
486,-305.497804,-640.6117729,-760.3198692,-257.4169033
487,-299.4140345,-636.6123904,-912.0364984,-260.5259078
488,-305.9795636,-636.612393,-1196.675216,-278.8660899
489,-280.9795502,-645.5516983,-1172.599672,-255.7737747
490,-272.5277832,-644.4553189,-1170.117343,-246.7671817
491,-392.8577924,-677.9081325,-1179.787881,-371.5364286
492,-383.8577294,-653.551335,-1159.499049,-220.8709462
493,-412.8599867,-670.3177088,-1152.42299,-207.6886457
494,-563.9952587,-641.3172609,-1173.103362,-225.7567131
495,-555.22381,-641.3172576,-1155.028169,-392.1147601
496,-399.7867024,-497.8824139,-1153.02816,-256.6046942
497,-186.2866346,-482.4856163,-1157.886231,-253.6040758
498,-1160.626833,-489.134264,-1166.163444,-1173.520932
499,-1149.439836,-489.97037,-1162.151538,-1048.430909
500,-1147.176216,-610.9596465,-1157.536151,-1029.486563
501,-1155.136558,-723.3760771,-1188.863138,-922.8696308
502,-1181.712962,-922.6089723,-1166.864799,-1035.793879
503,-1135.335892,-931.2217939,-1158.864803,-908.577239
504,-1132.131303,-900.0322415,-1161.902313,-920.9382922
505,-1136.335854,-896.5975637,-1160.877349,-912.9382457
506,-1130.415464,-807.1692563,-431.7235259,-934.6463928
507,-1171.963883,-784.5284033,-301.8246989,-1062.56303
508,-1164.963874,-923.5467055,-288.6424642,-1072.398678
509,-1106.028079,-908.778481,-277.1853285,-1058.38059
510,-1081.988049,-1068.926505,-279.2820406,-523.9674538
511,-1096.656956,-931.841142,-277.2329334,-509.9662592
512,-1015.92008,-791.2872679,-277.2343593,-524.073475
513,-1186.699715,-418.926286,-282.1662922,-510.9206506
514,-504.8973443,-407.9605629,-446.3611463,-500.6456526
515,-508.2483092,-429.0915583,-428.4545701,-512.9223627
516,-491.462985,-1103.843968,-424.4681568,-501.9030804
517,-353.842992,-1113.33329,-427.8466968,-509.007613
518,-349.742859,-1097.817582,-405.0653558,-510.0035049
519,-495.7862148,-1102.530484,-410.4991657,-379.9387982
520,-327.9253584,-1097.530479,-510.882744,-1201.756885
521,-205.907003,-1122.735929,-561.1898625,-1181.757663
522,-182.9359571,-1120.390504,-450.6351258,-1181.757663
523,-309.6397518,-1101.390616,-429.6360771,-1181.782002
524,-290.6405284,-1101.390616,-448.540214,-1177.806513
525,-290.6405335,-1101.390616,-430.5075996,-1171.929156
526,-301.3524228,-1101.390616,-430.5816105,-1162.075022
527,-300.3940437,-821.9716705,-433.0998783,-1151.917976
528,-808.5030523,-307.8792695,-432.6402213,-283.0429682
529,-815.5069994,-327.8137319,-449.5795863,-276.1304421
530,-813.4511325,-317.9219234,-416.6923623,-269.731418
531,-809.4592404,-332.8451597,-268.4858219,-419.2428092
532,-335.7528215,-329.8106177,-284.5312737,-407.1059729
533,-461.0954899,-329.81134,-268.5320815,-429.924494
534,-447.3294233,-331.9558631,-385.1847239,-405.9648018
535,-455.859287,-317.0288056,-327.4946146,-532.6741718
536,-431.8584219,-455.4514128,-197.0733336,-532.5927433
537,-433.42822,-337.3041796,-126.0010558,-562.9562286
538,-543.2596683,-326.0572495,-133.1317588,-542.9560406
539,-543.2638801,-327.7228355,-156.354485,-542.9560404
540,-657.8118979,-328.9478138,-142.3536879,-1010.663569
541,-687.156902,-861.0667704,-142.1743906,-1044.113593
542,-658.1569825,-857.0679115,-129.3903096,-1020.327423
543,-854.8374051,-850.340146,-153.6705952,-923.3143953
544,-889.5556202,-965.8463636,-152.565899,-922.8749282
545,-873.6278419,-1030.66091,-141.5658851,-908.1895585
546,-884.9890881,-989.2175936,-129.6724921,-1028.290899
547,-870.988498,-832.7601852,-129.3773913,-917.6787303
548,-766.696811,-823.2580295,-116.6555774,-894.6779386
549,-768.9133438,-800.1603845,-410.9387646,-510.4173807
550,-760.9135658,-798.1609342,-110.023145,-498.6069712
551,-760.9135675,-809.2027015,-106.02247,-501.1197918
552,-783.035114,-832.425966,-92.94950995,-860.4117244
553,-811.094878,-828.7310918,-238.5085084,-855.4122479
554,-1085.853815,-695.7926595,-237.555739,-853.6786533
555,-1065.986812,-709.8606169,-234.5534327,-872.3860543
556,-1070.686396,-699.8606367,-245.9550888,-880.3857104
557,-1067.355266,-565.4865421,-234.9534707,-864.641534
558,-1063.136993,-873.3481399,-730.1915205,-997.6334839
559,-1198.847203,-1029.332895,-880.8381369,-985.6334361
560,-1192.345326,-888.0526668,-780.9374633,-593.3580936
561,-1183.343955,-1033.361605,-801.1164338,-619.2644226
562,-1171.834878,-1014.362133,-793.0866754,-607.2646994
563,-1177.991929,-1014.362135,-796.1728087,-607.2448102
564,-1167.991875,-1018.57326,-806.9175364,-562.5663841
565,-1179.180406,-901.853977,-784.9174301,-697.1592606
566,-1175.984499,-878.7531176,-680.4035538,-681.1570854
567,-1185.19308,-1169.138375,-670.4349754,-825.8730364
568,-1174.252924,-1158.022643,-669.1633833,-708.5032375
569,-1187.961689,-1171.775263,-654.1919594,-692.5024904
570,-1179.04206,-215.5082087,-654.1919765,-728.1059378
571,-1175.042055,-209.7235668,-810.3062499,-704.3972207
572,-1194.185181,-206.0228612,-929.9594185,-692.416665
573,-1180.642451,-228.7923188,-945.8241115,-727.9267788
574,-1181.224851,-215.928033,-812.2974288,-407.0177208
575,-1182.681447,-375.359692,-787.2979213,-278.1541092
576,-1190.442592,-381.8562318,-787.2979232,-423.0073253
577,-1184.137847,-490.6039577,-963.8238795,-536.8647111
578,-388.3260819,-488.7057477,-966.8399465,-403.2893166
579,-368.3254607,-490.708704,-949.7152899,-646.8751816
580,-528.7333526,-484.6827271,-947.733225,-396.2923456
581,-1047.419206,-834.6546887,-779.4874155,-406.8816747
582,-1035.446698,-832.6561309,-901.6690613,-395.9335883
583,-916.1736799,-834.7728567,-913.3780657,-517.3650304
584,-1022.583124,-814.5642337,-911.1258396,-505.9228577
585,-895.9010999,-801.8827181,-1046.465568,-612.767874
586,-913.6608039,-833.6270387,-1028.747872,-604.770018
587,-906.2974211,-831.5443388,-1019.817866,-614.7744896
588,-894.7528662,-829.0806127,-1013.296076,-604.7456098
589,-132.9418448,-561.5869126,-1175.147787,-1079.246265
590,-136.0561639,-546.5117133,-1063.465385,-1058.74015
591,-112.1285715,-539.8513098,-1043.037601,-1081.759255
592,-594.2325869,-528.8936432,-1018.439227,-1070.899627
593,-830.6451,-518.8011447,-868.2081774,-1062.992102
594,-691.2545155,-524.0531111,-862.2075154,-1073.848467
595,-828.6450692,-522.0487282,-869.1199637,-1067.707977
596,-835.5150877,-515.0011655,-862.1074954,-1083.074388
597,-298.8883818,-387.1239673,-770.3535875,-1064.112603
598,-402.2807836,-1197.780719,-742.35374,-1062.135745
599,-570.8756633,-1185.011439,-734.4065558,-1081.779721
600,-548.4051197,-1184.245042,-719.4540983,-1063.733635
601,-546.4082753,-1183.023956,-717.4540763,-1061.733688
602,-561.6441206,-1183.791342,-717.4540765,-1061.756717
603,-360.5900042,-1185.42027,-718.8340852,-1210.700864
604,-390.5681657,-1180.000721,-835.1371605,-1182.672588
605,-369.5876873,-1161.068152,-645.7250775,-1194.026872
606,-356.5877484,-1160.98677,-643.9649923,-1177.156768
607,-345.4616785,-1189.599069,-674.6193969,-1171.156727
608,-329.6037357,-1179.463867,-650.7824001,-1171.173861
609,-326.6034687,-1172.463875,-448.1519784,-1097.513927
610,-328.6049733,-1197.012118,-439.6258649,-1039.609496
611,-509.0779406,-1179.962601,-434.6277218,-1048.313471
612,-381.530184,-1176.981625,-445.3324948,-1054.176689
613,-364.4789842,-1179.912879,-444.3308075,-1040.354407
614,-1037.418606,-1186.884171,-402.2293949,-1045.453585
615,-1026.41686,-1176.953839,-413.0943155,-1198.500962
616,-1057.833689,-624.9033143,-413.9444828,-405.7638781
617,-1054.581555,-467.4572349,-572.4249825,-419.26022
618,-1044.466946,-456.4579074,-548.3714069,-406.3339599
619,-1042.353395,-341.3295307,-587.1578043,-413.3375651
620,-1217.612073,-1071.230771,-573.889662,-404.3375062
621,-1202.201124,-1063.179747,-556.4302491,-404.3375001
622,-853.2401869,-1063.231594,-444.0966883,-404.3375
623,-858.4165005,-1197.027027,-430.0954993,-447.5730587
624,-739.4795397,-1190.799378,-422.1602733,-420.5351476
625,-713.0224194,-316.3438778,-1199.488024,-561.0840545
626,-549.8897161,-414.0505654,-1182.574857,-536.0836711
627,-561.1603761,-400.9929148,-275.2578372,-543.4436821
628,-537.0067083,-432.4811174,-261.1930921,-535.4152827
629,-356.3666148,-296.542656,-288.7597248,-533.0233461
630,-378.0522096,-415.3653922,-284.0415532,-523.7920716
631,-378.3200678,-275.1335116,-274.04385,-663.4194889
632,-405.714273,-255.2053775,-268.2679408,-652.4205679
633,-388.7142477,-332.987836,-425.9244876,-648.4207218
634,-388.7142479,-410.7504408,-413.0062411,-653.2240334
635,-401.1791245,-392.5667241,-687.3468411,-672.8186909
636,-377.178991,-291.1625341,-658.1888547,-684.2214474
637,-377.8674563,-275.1618994,-661.5694719,-388.1263745
638,-367.723096,-261.0386594,-407.3273955,-406.1977839
639,-402.8040142,-244.1444568,-400.3826635,-411.4540592
640,-250.0205466,-274.7944806,-396.3687773,-401.3434299
641,-234.0188322,-255.8781314,-380.4338562,-406.7068229
642,-255.7353948,-258.9637243,-388.4292676,-397.6787287
643,-445.9508598,-257.9051636,-395.3658653,-400.7600427
644,-440.9490543,-297.0618645,-401.3691749,-573.3633429
645,-430.0289817,-299.5049294,-396.9440928,-571.2038306
646,-432.5241359,-277.2062435,-424.5563655,-593.9471467
647,-463.9246577,-263.8549285,-489.630807,-1182.740579
648,-1073.306526,-390.4266171,-420.3920498,-1174.633945
649,-1191.055746,-400.2748918,-442.141168,-1189.060968
650,-1178.994771,-425.9632913,-426.1412195,-857.9177954
651,-1158.006682,-281.34029,-425.4625075,-835.920866
652,-1174.55666,-279.4552052,-456.5003518,-983.3402906
653,-1162.544835,-403.2799339,-440.322735,-822.3966086
654,-1171.989915,-425.9655429,-432.3233282,-821.483337
655,-1178.35333,-416.4271279,-442.52139,-139.4669733
656,-1162.353298,-570.7536494,-435.4409059,-133.4676799
657,-1171.959855,-422.8820972,-430.482187,-245.2843227
658,-1159.959845,-411.0246933,-423.4536162,-242.3713085
659,-1159.959845,-390.4013739,-280.1117353,-270.0849354
660,-1166.640547,-397.2842997,-394.4639035,-279.6711171
661,-1170.11387,-374.5803456,-258.3694995,-1197.991024
662,-1166.436262,-475.2025891,-395.7752634,-1187.074821
663,-1161.845279,-498.5501439,-417.4945649,-1187.066218
664,-484.0348408,-537.8916924,-446.0618771,-1175.553179
665,-471.0322411,-385.933124,-450.62926,-1173.553182
666,-321.0098136,-415.8355135,-477.0934454,-1178.138735
667,-1179.501885,-418.3118765,-487.8637074,-1172.138729
668,-1028.56793,-400.4025398,-344.3648313,-1185.423538
669,-1036.883929,-396.7434886,-344.4812398,-1173.981798
670,-441.6975085,-281.6898902,-333.7137224,-1171.982035
671,-453.4327876,-268.2609683,-335.9755438,-544.8503442
672,-426.3247827,-244.3625394,-328.9025933,-526.0441371
673,-427.3281796,-255.549013,-317.3964519,-611.6035305
674,-418.3282611,-1179.984317,-917.3294406,-605.6035746
675,-418.3282616,-1184.114143,-908.3296976,-625.5120226
676,-417.5655597,-1192.89128,-1037.594179,-621.5121439
677,-410.5649974,-1191.962919,-925.513542,-628.5097404
678,-410.5938857,-1195.757167,-923.5123763,-611.6283546
679,-438.396805,-1188.781979,-1171.312498,-1165.40592
680,-450.4437426,-1212.14836,-1152.261042,-1165.586981
681,-451.6356816,-1189.244106,-1140.416951,-1163.440617
682,-420.6750666,-1191.1138,-945.6967615,-1163.493165
683,-550.3494715,-1186.113846,-923.7217793,-1186.35038
684,-558.1988994,-1190.358104,-923.7218081,-1184.080883
685,-419.8511886,-1189.53642,-923.6964242,-1180.080899
686,-443.8273798,-1182.536358,-952.1261299,-1181.57151
687,-312.358498,-1196.056261,-930.2630686,-1181.613637
688,-295.3418875,-1183.824626,-1019.332002,-1185.081802
689,-275.4696444,-1196.041003,-1018.25384,-1166.589846
690,-294.5166565,-1183.795918,-350.2065635,-1164.589568
691,-269.6400228,-982.8103087,-354.4653934,-1164.589568
692,-249.6011217,-1024.649305,-352.467062,-1172.295255
693,-236.4713938,-979.2811041,-350.2073597,-1159.295225
694,-231.471762,-1025.649342,-343.2067597,-1158.929561
695,-260.1603201,-1022.434481,-264.1492566,-1158.929832
696,-247.1616669,-1039.060773,-260.974477,-1182.9631
697,-235.25781,-361.2387053,-1056.62135,-1165.963174
698,-243.5458736,-282.4575191,-274.9755368,-1177.745668
699,-243.5714036,-278.3836237,-261.1475266,-993.2391316
700,-243.5712968,-271.6553471,-261.2904442,-988.294423
701,-387.5256625,-262.5356626,-249.2630048,-989.3788233
702,-416.4739051,-262.4393211,-251.8359007,-989.4457324
703,-397.3716978,-399.2762883,-241.6188716,-1117.246584
704,-395.4102207,-383.2756034,-235.4718032,-1119.551755
705,-395.5587368,-389.277609,-264.3757911,-996.9735755
706,-395.490743,-283.64026,-242.1879753,-266.4215359
707,-417.6222157,-280.6418929,-266.774841,-278.5987121
708,-417.4930976,-795.0485306,-287.9441034,-172.8779595
709,-393.4920169,-779.2353111,-289.6976535,-975.6995341
710,-399.3118479,-765.2351181,-296.7484629,-855.0691002
711,-399.1637678,-290.6375688,-406.6768517,-1191.700874
712,-423.5217949,-237.3770438,-270.0972229,-280.2657453
713,-430.601473,-235.0486811,-410.6091905,-269.2693979
714,-412.0396579,-237.9347708,-419.068406,-439.132525
715,-430.9532309,-254.7625856,-397.1419891,-320.3546905
716,-413.0101182,-231.084687,-417.3526253,-298.0322428
717,-417.4733588,-121.1495659,-421.8826412,-874.2500635
718,-431.9382289,-106.1484241,-323.1222176,-868.3392522
719,-419.4951709,-98.38298645,-756.7664295,-867.8553767
720,-419.5114403,-95.45858564,-455.1275111,-851.9514866
721,-410.5146778,-90.4582519,-262.8661736,-875.9507059
722,-418.3665566,-102.4630191,-251.8729407,-723.2678936
723,-416.7668337,-138.0049283,-271.3336533,-712.7337122
724,-431.6977701,-153.8949808,-454.1726,-698.9396485
725,-578.3464986,-179.3020327,-424.9877874,-334.7906811
726,-584.4376534,-287.1146799,-326.3311468,-469.2905019
727,-572.1012995,-257.2163891,-290.2914877,-428.7508981
728,-595.7684339,-253.141933,-411.9505598,-429.5895571
729,-532.1735452,-446.9719291,-392.9516439,-647.5049244
730,-498.32418,-431.9716012,-248.8319296,-625.505207
731,-404.1822799,-1172.005658,-231.8324637,-625.5052072
732,-317.5308545,-1158.005731,-296.9629561,-627.7798749
733,-310.5494038,-1169.287558,-270.9627152,-417.6228083
734,-310.5493084,-1167.439764,-272.917436,-433.4765739
735,-291.1935775,-1055.882512,-257.7752064,-469.7374444
736,-416.2075048,-1046.63112,-278.5426215,-459.8853647
737,-430.3764983,-1036.822463,-268.6463442,-313.7592189
738,-407.4511994,-410.1072841,-260.22814,-310.7584244
739,-397.1375274,-607.2188562,-136.0122355,-211.1584841
740,-846.061882,-611.1270266,-138.3562155,-202.1581869
741,-874.9271233,-612.3477366,-1198.553492,-212.6984992
742,-870.6416076,-601.1174355,-1188.013984,-190.6984482
743,-858.8722193,-599.0075574,-1193.009957,-427.4157553
744,-278.2025293,-578.0066056,-1070.007648,-421.4437779
745,-268.1982236,-578.0065931,-1062.194557,-556.5272432
746,-289.538277,-1062.997053,-1058.258023,-408.9894457
747,-130.480068,-1045.32525,-920.2073799,-397.9932063
748,-155.1624071,-1042.262561,-896.3657548,-427.7049588
749,-173.9134181,-1055.86671,-891.4131724,-424.4699462
750,-286.0252588,-412.348755,-889.3843882,-398.3516289
751,-283.0888751,-390.5653847,-756.817812,-392.4469081
752,-283.0858696,-384.7575957,-552.9043057,-1200.345621
753,-147.7629931,-415.2279006,-439.4515714,-1182.277305
754,-147.4449704,-400.6987793,-418.2961207,-1187.970191
755,-143.973001,-1056.159119,-423.1857749,-1182.851313
756,-150.8040853,-966.7749175,-566.4231514,-1179.918438
757,-125.8039807,-1061.918112,-553.3277564,-1178.986335
758,-153.8292922,-1045.571345,-555.6877758,-1197.506428
759,-183.218684,-1078.130708,-566.57078,-1191.776697
760,-298.4498158,-1194.571233,-540.6840658,-1165.532989
761,-268.0327452,-1178.571238,-569.3577281,-1163.097327
762,-424.5190103,-1187.399444,-438.8225198,-1045.707826
763,-412.8683184,-1184.617734,-430.8523522,-1028.735726
764,-395.8677237,-1180.256867,-580.2080141,-1034.615034
765,-395.8677184,-1179.617739,-568.2729865,-950.115432
766,-420.254029,-1185.463585,-553.3739337,-928.0427931
767,-428.8840375,-1202.691875,-553.2811,-925.0428449
768,-410.884477,-1192.937277,-1081.467339,-925.0428451
769,-412.2402154,-1044.915698,-1072.672518,-527.121393
770,-395.2607947,-1183.587319,-1041.533502,-406.3264678
771,-399.5779672,-1055.803823,-1193.582091,-424.0070369
772,-420.7416398,-1053.335885,-1191.517042,-1042.167006
773,-401.7880206,-1186.536849,-1208.582018,-1041.682791
774,-413.4569352,-1190.36112,-239.5675432,-1027.844624
775,-394.1731112,-1194.701019,-265.8911711,-1001.965459
776,-380.1755914,-1186.537087,-283.501541,-1002.425904
777,-245.6287975,-1183.550195,-601.8317752,-1000.425709
778,-232.6594868,-1181.469794,-629.317646,-1012.103129
779,-217.7382629,-1176.469819,-626.4656029,-1000.103219
780,-223.7351676,-1196.765001,-628.4687349,-741.781853
781,-1077.804494,-1182.765069,-491.9406451,-778.1116019
782,-1198.438606,-1182.765069,-513.2844649,-789.79345
783,-1189.317606,-1206.352875,-495.2401742,-777.3507403
784,-1194.567802,-1195.641442,-665.8694726,-794.2093179
785,-1184.037586,-1185.641432,-659.9014913,-792.5260562
786,-1077.141055,-1189.544801,-500.1658398,-770.5483091
787,-1195.776356,-1190.126532,-503.4035012,-745.9951924
788,-1188.804482,-1198.120801,-661.0380122,-762.7008512
789,-1190.691803,-1174.099589,-686.027552,-906.7085658
790,-1203.955013,-1173.0166,-682.0275326,-906.0808806
791,-1056.589799,-1171.942503,-675.6247178,-909.7058048
792,-1049.59164,-1176.101444,-655.2514836,-922.6499505
793,-1049.591646,-1181.658309,-575.2319618,-1177.737978
794,-1040.422915,-1171.658311,-590.5772186,-1182.195218
795,-1030.159045,-1177.095686,-239.9599997,-1161.117092
796,-389.5610293,-1174.966207,-278.4232323,-1190.360518
797,-376.9845067,-1190.292964,-270.4247765,-1084.109514
798,-364.0456831,-1177.144711,-264.0604685,-1170.905255
799,-327.0508887,-1188.833282,-254.151604,-1161.201875
800,-313.9779516,-1179.502278,-135.3933436,-1155.103224
801,-314.2883922,-1080.996138,-235.6499624,-1176.900988
802,-314.3615172,-426.9674156,-231.649626,-650.3992116
803,-365.0554778,-434.7395156,-128.685249,-506.7024447
804,-367.9095351,-429.5570724,-116.6850429,-496.6344032
805,-394.7509032,-405.557474,-116.6850398,-477.6039897
806,-386.6751656,-428.7348521,-249.3562732,-647.3094784
807,-319.2781463,-412.5570767,-398.96045,-633.7518225
808,-387.7464647,-440.9672683,-267.47965,-728.9820395
809,-416.0761707,-425.9370778,-384.8507282,-754.0270197
810,-423.8384422,-437.6280043,-855.8327623,-749.0271047
811,-417.9184019,-438.5023316,-850.9931074,-716.1457599
812,-434.4149242,-284.9341528,-828.9930975,-706.2130326
