TImeStep,g_0.98,g_0.99,g_0.995,g_0.999
466,-109.2922213,-291.3579465,-399.014921,-847.4472031
467,-136.616238,-313.1302326,-410.7805208,-818.3336976
468,-304.3973867,-289.1330932,-529.8246114,-810.3287353
469,-420.3874301,-283.1327108,-548.2897345,-958.6969646
470,-433.2206161,-312.3588532,-552.5811492,-371.7961164
471,-420.9021685,-310.0411651,-511.4930075,-517.0367189
472,-405.0355085,-1059.432311,-457.4542627,-378.0971126
473,-408.354139,-1089.811542,-479.7663096,-1062.505291
474,-826.4627761,-1197.864546,-457.0911881,-1051.5294
475,-930.3358573,-1187.952355,-1198.395711,-1067.835134
476,-900.3360236,-1195.607295,-1197.802115,-1059.930455
477,-900.2849322,-1169.828369,-1201.701854,-1059.19842
478,-908.6685736,-1051.345315,-1188.413268,-1066.420406
479,-912.2856101,-1042.074503,-1178.272055,-915.842524
480,-908.6685753,-902.7866809,-399.6067117,-1060.846341
481,-415.4732609,-880.7875277,-389.7092477,-337.1862963
482,-436.7307245,-898.5804648,-536.6511168,-325.2733428
483,-572.2206293,-926.3204617,-534.7572098,-323.2712931
484,-554.2199146,-909.236856,-513.7593282,-144.5930304
485,-576.6975003,-915.1403176,-887.7417446,-154.2666381
486,-558.6995394,-912.2141224,-886.3662035,-123.6848791
487,-559.6968571,-916.794881,-902.305884,-116.6872171
488,-1091.382717,-893.7956355,-905.0827421,-109.9525809
489,-922.0809728,-1054.861394,-897.4789939,-124.7533934
490,-891.7833783,-929.538765,-1026.767458,-108.7082482
491,-902.5578894,-798.7463711,-1007.767365,-237.2735772
492,-832.5730902,-347.5250174,-1007.767365,-238.6374571
493,-821.7282801,-340.9149045,-856.0880147,-114.0236655
494,-814.727937,-339.8269285,-825.1208568,-111.0551525
495,-993.5061207,-1064.807693,-858.6196839,-145.9693666
496,-420.8069111,-1051.792157,-840.5812189,-129.0204238
497,-410.8076962,-911.272118,-856.0691998,-334.1595213
498,-412.1946896,-583.8056319,-1006.406457,-802.8705402
499,-394.7304818,-558.872387,-998.6721071,-791.4771973
500,-394.7319966,-564.9251745,-1006.202491,-789.7316887
501,-412.2041562,-583.4588215,-1000.462198,-523.8093181
502,-393.1754118,-546.4072152,-1028.274834,-403.5294082
503,-395.1494021,-569.5138471,-1004.695278,-367.2309644
504,-924.8115722,-587.4618097,-996.8811623,-364.2313501
505,-560.5858926,-564.623891,-1002.459874,-363.8778881
506,-561.7223751,-417.0136189,-997.4598501,-354.1488526
507,-552.9124718,-399.5321446,-1008.169392,-342.1487609
508,-1061.542242,-384.5876027,-671.5643672,-405.293989
509,-541.4256267,-384.5313237,-658.4029509,-418.9653717
510,-533.6104518,-407.7792071,-781.978352,-264.3072803
511,-560.7194297,-579.396261,-766.9795522,-410.8899533
512,-1163.386501,-563.4179508,-931.0579502,-407.0862498
513,-1148.771089,-451.4737316,-822.4781545,-540.3715935
514,-1132.624346,-433.5237801,-963.5874775,-555.6394972
515,-1083.997765,-572.3880667,-985.0073478,-544.9791044
516,-1088.732305,-545.2793583,-970.7984929,-529.9790203
517,-1079.878137,-915.9327532,-972.0145989,-534.0373844
518,-1083.142226,-913.2903608,-968.3819449,-530.0373202
519,-1087.22557,-1111.08214,-969.4868805,-534.8910846
520,-1071.703067,-1117.233241,-962.4865591,-428.7536076
521,-1117.418273,-1117.268281,-964.1408841,-532.8950258
522,-1101.957234,-1109.140813,-944.0793761,-618.6610608
523,-1223.636739,-1103.142831,-943.6547875,-635.3631522
524,-1216.110373,-556.3030973,-965.3372642,-631.5350232
525,-1211.323081,-568.0255262,-1074.456868,-615.1267676
526,-1200.323052,-581.0272944,-940.591093,-739.377414
527,-1060.849399,-561.0247361,-1092.456046,-721.3775651
528,-1039.097129,-856.8477073,-1089.266412,-1165.254916
529,-1039.09714,-854.8908828,-654.4025751,-1165.972987
530,-916.1522372,-852.8908493,-825.0391054,-1175.257327
531,-762.6684393,-861.7031027,-870.089336,-1190.939648
532,-772.212294,-848.8646238,-893.2734807,-1182.213825
533,-760.0757295,-838.8245171,-1033.48779,-1190.017707
534,-743.0682115,-985.6158282,-1035.185284,-1170.190166
535,-609.0767642,-958.2236109,-875.827403,-1181.016236
536,-600.0803486,-965.1155938,-855.827157,-1203.59636
537,-591.4133212,-956.1995886,-417.3054722,-1132.565967
538,-913.9544168,-956.1983415,-562.8646792,-687.3013539
539,-908.6984063,-1115.772457,-392.06864,-704.9483576
540,-766.0112303,-1099.051324,-402.0721027,-881.5328831
541,-759.9348722,-1114.745854,-1057.152375,-895.3310725
542,-794.3814513,-1013.636605,-1052.24862,-874.5330358
543,-771.3813897,-1018.540099,-1057.55657,-861.5329491
544,-658.1158795,-996.636821,-1069.293242,-854.1738433
545,-644.3759805,-988.6360597,-1186.633191,-855.1720403
546,-491.5214721,-984.9589567,-1191.477927,-744.8849911
547,-636.9846997,-1035.63089,-1044.298095,-726.2971912
548,-628.6537589,-565.4588686,-1065.081621,-721.0755053
549,-643.556695,-552.3260037,-1055.081191,-721.214834
550,-233.2566641,-740.8724676,-1056.946688,-763.6666682
551,-109.7943783,-821.4424354,-1054.948868,-761.5396286
552,-127.647763,-821.076929,-1056.178101,-894.1841084
553,-242.1107488,-670.6519544,-940.8612353,-891.2509845
554,-132.1802013,-521.5747913,-1067.471456,-882.0557116
555,-201.7418088,-502.5744817,-1058.49613,-779.0924847
556,-122.1266104,-546.9351437,-1194.883012,-759.1176421
557,-270.2126721,-677.5764002,-1178.883011,-736.4890429
558,-414.0204924,-699.0871957,-1184.459043,-777.2000749
559,-754.1148915,-681.0871093,-1043.817989,-767.4121851
560,-782.4287189,-509.7456111,-1039.856533,-767.2001294
561,-947.3130368,-409.345444,-1186.497693,-841.3450581
562,-959.936431,-752.5475495,-1083.414337,-706.1409843
563,-942.5193698,-744.4276356,-1063.47113,-693.2869371
564,-1064.409788,-392.2893227,-1060.471103,-590.8251293
565,-417.1996919,-380.2900096,-379.8801435,-446.4900299
566,-388.0187939,-559.9243927,-391.6370623,-324.8649552
567,-935.2786396,-493.4731737,-376.6379334,-112.4142597
568,-924.1733536,-480.1429563,-395.6390723,-142.9043766
569,-927.9875513,-497.5031863,-403.3790844,-176.6738775
570,-940.4991691,-1155.858451,-592.8855193,-901.18807
571,-924.5995969,-1138.858458,-590.2427219,-1052.243755
572,-1081.290956,-1138.858458,-925.5354474,-1204.416968
573,-940.482479,-1033.482076,-921.4346254,-1190.584827
574,-923.3787271,-1148.85854,-918.57235,-1182.933737
575,-920.1023233,-1138.858458,-1080.031677,-1184.809573
576,-390.69819,-628.3951069,-1058.146712,-1186.366546
577,-382.608198,-486.2362249,-1054.146594,-845.1365047
578,-396.5323386,-1163.401424,-1074.071708,-837.1364896
579,-383.698487,-1150.067276,-1064.210048,-839.0914837
580,-376.6977909,-1148.065047,-1065.378674,-855.3214738
581,-413.5631369,-1153.770904,-373.2516067,-847.3214676
582,-382.6086329,-1141.499381,-356.2507499,-726.1940688
583,-389.0798658,-1148.948852,-356.203631,-728.2462884
584,-381.3399705,-1146.731093,-236.616419,-724.1976982
585,-296.1726732,-1143.145997,-224.0099796,-735.7946439
586,-253.1130626,-1157.11361,-217.0127347,-707.8798715
587,-255.2466269,-1153.95735,-108.1882437,-690.9228478
588,-419.4867215,-1184.468497,-113.7369461,-688.9229366
589,-879.3227107,-1172.69571,-128.582407,-731.347467
590,-754.2772447,-1197.215943,-150.2622966,-717.3523196
591,-893.0527627,-1183.434199,-153.5838261,-702.5991034
592,-907.6117969,-1182.915289,-162.0066006,-691.5973648
593,-792.3508187,-1162.927804,-288.9075846,-831.6655434
594,-755.344777,-1162.9153,-303.1096527,-700.7569143
595,-682.5559836,-1191.5978,-137.5309428,-563.9771743
596,-1060.147217,-1174.85784,-1183.746381,-552.1909329
597,-1182.577289,-1035.281191,-1167.288119,-693.6188182
598,-1063.148699,-1183.406663,-1165.287785,-678.6170642
599,-896.85797,-1172.712571,-1173.44012,-560.9841971
600,-764.4367036,-1144.730961,-1176.677987,-523.1876308
601,-736.2268688,-1181.274688,-1174.470978,-524.711295
602,-581.7752967,-1169.110918,-1172.91866,-1023.943206
603,-610.1554699,-1160.111014,-1166.918663,-1022.976602
604,-608.4658869,-1190.537308,-1172.037543,-1034.963171
605,-585.6747454,-1179.282982,-1168.248757,-1010.668365
606,-578.6180807,-1159.474824,-1177.030888,-814.7078151
607,-570.8442446,-1173.077377,-1166.030884,-1051.957247
608,-566.9027943,-1039.232725,-1065.274359,-1197.95113
609,-562.9378601,-1042.924466,-1054.190234,-1176.951138
610,-569.73238,-1044.449459,-670.1708188,-1063.56418
611,-566.6736438,-1039.520785,-583.5347159,-1068.915346
612,-569.4660192,-1083.168374,-583.5544231,-1058.81071
613,-1196.497206,-933.5561116,-594.5501205,-469.543847
614,-1179.257272,-989.0525205,-583.5501621,-449.5413962
615,-1170.495326,-985.0518524,-583.550167,-477.2473755
616,-1166.495323,-985.0518385,-742.8463027,-474.8589087
617,-1187.120041,-985.0518384,-728.1572341,-476.690204
618,-1201.317524,-990.4041983,-725.1565447,-467.4625746
619,-1191.585155,-458.1045795,-726.7378692,-498.3833282
620,-1179.585132,-450.9534604,-599.3727444,-472.4684825
621,-1194.211537,-438.087261,-587.8343357,-489.3258543
622,-919.1178063,-436.1349335,-614.5928357,-486.3802674
623,-820.1234155,-328.316866,-610.2861762,-474.5382208
624,-517.2197732,-326.370739,-623.1025609,-467.5199913
625,-531.4781202,-324.3710937,-618.2358542,-474.2829532
626,-538.9408912,-356.0837597,-663.8881527,-462.4613553
627,-520.3269523,-324.0830253,-565.4951119,-323.8926161
628,-1209.841747,-294.8910889,-551.7073185,-340.2217632
629,-1186.842871,-1056.896867,-574.0596508,-333.7426735
630,-1186.842871,-1052.069195,-785.8066664,-350.2231303
631,-1198.541876,-1066.370718,-933.3227343,-346.0532327
632,-1198.930509,-1064.896102,-914.4027504,-346.1170668
633,-1193.323789,-1069.370807,-909.3761865,-337.4554582
634,-1174.75216,-1184.355272,-909.4022633,-475.4607426
635,-1161.647643,-1185.099704,-914.2587878,-340.2618508
636,-1142.841455,-1181.279352,-622.0204642,-327.0405803
637,-1143.034119,-1062.296239,-633.5398367,-184.1061498
638,-1178.48773,-926.9184243,-626.4673252,-320.0697502
639,-1173.963224,-912.919113,-591.8133218,-304.07035
640,-1152.286129,-912.9191151,-589.7117357,-1056.617708
641,-455.9754989,-918.8008935,-583.8794157,-1056.514092
642,-505.6248494,-318.8932035,-436.2364894,-1052.51406
643,-508.0928551,-262.5561413,-591.6236099,-262.6389355
644,-517.5818525,-326.3485534,-607.041703,-276.1712682
645,-388.7657941,-406.0697664,-580.9370328,-421.3918956
646,-399.8965113,-1056.603636,-741.8656457,-412.2663733
647,-399.8051727,-922.9415705,-775.2588943,-406.2667963
648,-258.1692566,-917.7945226,-754.1758948,-444.7806154
649,-138.6162104,-913.9401909,-946.3616957,-426.8693186
650,-128.2666368,-911.9354923,-925.5144753,-333.4125891
651,-154.9615177,-908.1928533,-759.0090542,-372.5707447
652,-274.009791,-1066.743414,-932.5117007,-355.4557292
653,-914.8901249,-895.1194731,-927.0138865,-351.4556813
654,-940.3388892,-904.8925649,-902.0141095,-268.0152386
655,-1061.144682,-879.8034225,-904.9485083,-289.4832464
656,-1220.858977,-861.7562005,-916.1408591,-343.8919135
657,-1206.012993,-856.5863751,-936.0826904,-340.8793776
658,-1201.012981,-840.3444837,-912.3507065,-340.8793241
659,-1103.410545,-802.0510615,-925.1471398,-340.8793238
660,-1217.669983,-798.1097929,-909.3506562,-337.6640231
661,-1085.525038,-794.1960159,-899.3508232,-315.7768425
662,-1217.985338,-800.3105068,-901.3018414,-312.7770932
663,-1048.501491,-802.1652809,-904.3983113,-316.9002668
664,-442.5944558,-925.0913612,-901.3132433,-330.4536486
665,-428.594499,-574.2878097,-899.3136333,-330.2929194
666,-427.5283178,-570.7297656,-899.3321161,-331.7668466
667,-462.8656314,-565.518158,-1033.096195,-303.2408499
668,-448.8647962,-563.5233065,-1029.238025,-484.5431926
669,-566.358034,-563.5504763,-1031.027633,-500.855263
670,-295.8689184,-563.5506003,-435.7097528,-488.854636
671,-290.3874807,-710.0937669,-412.5162418,-619.6494252
672,-279.1760298,-699.7372667,-541.4374708,-608.7394218
673,-290.9814408,-699.8999046,-540.1056451,-641.9182596
674,-279.2842009,-701.6900706,-535.5203593,-626.8880686
675,-289.9799595,-836.7862176,-469.3512131,-458.506507
676,-280.9989361,-1119.520233,-857.8485908,-873.7610181
677,-430.5053388,-1001.925432,-857.0433163,-857.7620549
678,-415.5049272,-336.6951038,-840.0699711,-692.7612517
679,-413.4483314,-343.445352,-891.0134388,-718.21755
680,-407.2651298,-680.0983246,-905.9216999,-696.2164937
681,-1034.793223,-671.0989137,-909.9441746,-696.2164908
682,-1029.067914,-723.9445488,-915.6372763,-599.0041279
683,-522.5304365,-684.0571312,-1058.778346,-593.2692551
684,-417.1313979,-538.7909186,-1034.929389,-582.2701901
685,-415.2045283,-533.0107546,-1043.614951,-582.3165877
686,-414.0590052,-556.4210735,-1037.615041,-628.9674449
687,-391.0592453,-672.4258666,-1037.615041,-602.0072722
688,-393.8477738,-789.0789163,-1037.615041,-613.3538541
689,-395.0592781,-770.7041787,-1043.481806,-761.3157108
690,-391.0593315,-738.1000425,-1037.877661,-1028.606445
691,-247.5401122,-565.4383052,-1045.064632,-1019.607463
692,-386.3672688,-430.9524086,-1047.511352,-1019.606993
693,-380.370704,-1052.73732,-1181.084531,-1043.5717
694,-392.6485226,-1057.726921,-273.7993477,-1046.717178
695,-412.2745647,-1040.685763,-389.6975096,-1045.575918
696,-396.3593746,-1024.808274,-381.6956289,-1056.881199
697,-389.5656068,-553.011677,-384.7763656,-1043.905557
698,-437.660742,-543.3116074,-530.3397173,-1061.471583
699,-419.4964242,-559.9863672,-386.9105369,-1071.213659
700,-454.7002356,-545.2792208,-478.9149756,-1075.757144
701,-259.7162296,-567.9862753,-477.831685,-1068.023235
702,-256.7174786,-548.9192976,-478.3904966,-1188.541801
703,-435.7019526,-546.9205411,-478.3899891,-1198.947587
704,-432.7008125,-548.9595704,-257.1124758,-1181.841399
705,-432.7008055,-573.059324,-258.599307,-1176.841406
706,-432.7008055,-703.1407542,-225.5296478,-1178.03775
707,-259.7162297,-863.1880813,-467.1833516,-216.3900169
708,-1047.84887,-734.7298367,-355.5084869,-198.3890277
709,-1087.001906,-875.99268,-378.6363622,-198.3890231
710,-1067.42782,-901.2476839,-335.5812816,-289.5184576
711,-1050.405448,-879.1385077,-393.6363453,-123.9926159
712,-1050.405456,-602.9411386,-388.087461,-134.8409985
713,-1050.06574,-589.4010716,-358.9148938,-110.8408443
714,-1034.065706,-495.006312,-194.5481797,-116.9293627
715,-1033.756287,-486.8816764,-183.3953314,-282.4435097
716,-1013.756296,-371.3702778,-309.8793432,-271.4880119
717,-1030.238051,-369.8016266,-304.0067464,-295.333258
718,-877.7606981,-385.3721124,-597.2198871,-308.1769795
719,-886.1469315,-357.2396145,-818.378538,-304.1153256
720,-1059.184649,-335.4489657,-981.7682012,-457.9811857
721,-1036.184786,-330.056212,-999.5067703,-438.2334624
722,-1073.434195,-353.8378005,-983.5699203,-427.2515328
723,-1094.976594,-335.8366832,-471.0610243,-296.2860857
724,-1074.483641,-358.8240772,-446.8558431,-449.5751938
725,-1056.483855,-489.8930844,-449.8524492,-571.3420447
726,-941.1259445,-339.2137513,-438.8523012,-545.5156232
727,-920.961577,-353.8162984,-458.9406688,-558.4878639
728,-912.0003467,-546.9517846,-454.9400689,-887.0872517
729,-917.816919,-541.5959949,-454.9092965,-878.083667
730,-1042.552109,-537.0784156,-246.3524954,-878.0836658
731,-1045.715007,-534.58738,-371.8721532,-882.2089555
732,-935.0638085,-393.2950699,-517.8568956,-876.2089893
733,-926.786048,-376.5114782,-522.0024588,-901.05239
734,-915.8014973,-383.3509357,-546.7655111,-774.1358757
735,-915.8010836,-389.5868656,-526.93702,-911.9631144
736,-922.2757228,-424.2319086,-553.6679186,-894.0665161
737,-1030.260783,-393.6521926,-536.6680861,-1039.561461
738,-1022.260669,-392.891394,-548.228919,-1195.271901
739,-1028.017958,-394.015723,-537.4549862,-1196.524786
740,-1038.590295,-417.0085171,-422.8993015,-1197.862721
741,-1018.589968,-436.6021908,-404.8966082,-1177.862672
742,-1022.017401,-1048.476088,-406.7799291,-1184.328036
743,-988.3388745,-1055.877721,-410.2888618,-1175.328035
744,-273.1965622,-1045.2261,-429.1190023,-1176.413846
745,-286.0988378,-1039.22625,-550.4052087,-1193.0491
746,-281.7637091,-1043.865886,-568.4053514,-1198.915541
747,-305.9796594,-1036.109508,-564.5198852,-1195.187374
748,-699.95912,-1047.849715,-561.0514573,-1057.979659
749,-674.356284,-1047.234276,-578.0052257,-1044.581829
750,-669.3562566,-422.1114817,-372.0991657,-1038.881973
751,-589.6259785,-413.2784413,-365.0980787,-882.4298999
752,-574.6035967,-420.4996486,-398.4673014,-913.9794348
753,-292.7670063,-400.4989191,-383.0027046,-1052.875959
754,-286.7698081,-398.7903015,-531.8817768,-1043.875894
755,-308.1816858,-419.379039,-524.3456907,-1046.27132
756,-306.6033142,-1168.529214,-548.2086766,-938.2445977
757,-452.4179283,-417.3811334,-571.0823089,-1079.438294
758,-448.2613372,-400.3798566,-552.2083491,-1003.465415
759,-435.4885185,-405.0961216,-546.1377874,-1002.015447
760,-431.2509134,-391.2585253,-1190.182977,-996.1164135
761,-417.1022392,-396.509046,-1160.296601,-1187.594675
762,-414.1748919,-405.628892,-1163.181678,-1184.495435
763,-439.5628762,-407.8550655,-1163.278873,-1070.038176
764,-417.9721624,-287.7489193,-1180.600951,-1042.582608
765,-440.7795913,-299.991306,-1174.459386,-1203.097154
766,-417.7172579,-439.8129011,-1166.480932,-1183.146034
767,-434.796586,-416.758438,-1173.711803,-1181.146017
768,-399.7847869,-308.933614,-1176.236302,-1194.338964
769,-244.6386741,-296.774386,-1185.051271,-1177.33895
770,-240.6416464,-158.6517533,-1181.392159,-1178.771523
771,-242.8390902,-276.9413638,-1143.458668,-1172.208764
772,-237.8688717,-265.9719938,-1140.458686,-1208.497103
773,-267.9135923,-267.9333173,-1034.79877,-1200.014033
774,-258.9815595,-270.0554217,-1031.057821,-1184.014064
775,-394.79462,-266.0560151,-1023.847938,-1198.945371
776,-253.433236,-297.80018,-1029.015453,-1186.945359
777,-120.7864828,-271.8631854,-1037.317177,-1204.243243
778,-120.0014176,-278.2353003,-1162.074717,-1199.813738
779,-250.4151152,-267.2339802,-1154.272199,-1183.813733
780,-1199.385978,-269.1721192,-1150.140136,-1183.813733
781,-1187.820015,-272.0292508,-1149.628026,-1183.813733
782,-1202.283649,-714.7829488,-1143.470931,-1182.131235
783,-1203.845669,-786.9063202,-1135.470664,-1173.294822
784,-1191.941832,-1135.182743,-1135.470589,-1187.820025
785,-1187.702529,-1157.081086,-1174.909606,-1181.558411
786,-1196.359803,-1148.267727,-1150.909305,-1177.944281
787,-1177.359944,-1153.77879,-1158.304192,-1174.122208
788,-1181.075018,-1175.564683,-1149.369403,-1170.122207
789,-1176.058799,-1190.01631,-1025.317642,-567.9323711
790,-153.8665194,-558.9304126,-1045.809878,-571.0518439
791,-138.8067524,-543.4315193,-1020.136443,-549.0519491
792,-272.494893,-762.7362092,-1012.30929,-431.9374956
793,-262.4949467,-747.7534331,-1010.63344,-443.260269
794,-294.8585121,-270.8822469,-1008.55802,-414.965487
795,-273.9225273,-278.6700355,-1018.497943,-410.020943
796,-395.4513677,-263.5171092,-1046.335642,-392.6440073
797,-403.9959979,-255.4993586,-1031.28522,-306.3913484
798,-377.1919404,-255.499414,-1029.285244,-312.8655374
799,-378.3850332,-439.070202,-1099.449165,-299.744568
800,-397.6289188,-530.5184598,-1082.380684,-436.4029409
801,-387.6281696,-522.5212635,-929.906874,-406.4952317
802,-387.6281685,-616.5982793,-951.5028188,-411.6218955
803,-410.0795454,-594.5262479,-815.7705012,-1050.613186
804,-417.1841817,-610.5978178,-815.4503081,-1182.080012
805,-432.4949112,-439.2279064,-804.4508054,-1157.08007
806,-403.4942393,-425.1985922,-1171.341482,-1157.284559
807,-403.4942346,-596.0011941,-1148.342379,-1163.136624
808,-302.7380619,-571.9646175,-1153.447702,-1156.922431
809,-281.7387481,-571.9658774,-1152.522018,-1162.441656
810,-253.7897875,-593.3463317,-1186.020604,-1141.51746
811,-271.5458886,-642.2148394,-741.7418862,-1143.077639
812,-293.1670692,-652.4123905,-719.755655,-1169.978065
